date,country,Anmeldungen in Deutschland,Suche nach Gehalt in Deutschland (Google Trends Index)
2014-12-01,Rumänien,141.7862752532091,167.86271450858035
2014-12-01,Schweiz,84.64025869037995,158.16890292028413
2014-12-01,Vereinigtes Königreich,75.51040536542065,176.73352435530091
2014-12-01,Österreich,79.70323264440911,397.76223776223776
2015-01-01,Frankreich,104.45481544336019,224.83801295896328
2015-01-01,Niederlande,135.5701847526014,140.9308394954328
2015-01-01,Polen,144.37529417917474,1492.0071047957372
2015-01-01,Rumänien,248.8328007366084,259.59438377535105
2015-01-01,Schweiz,136.78253839935329,231.0970797158642
2015-01-01,Vereinigtes Königreich,112.55547884406747,189.1117478510029
2015-01-01,Österreich,99.73502914679385,676.3636363636365
2015-02-01,Frankreich,96.2240135765804,167.8185745140389
2015-02-01,Niederlande,108.9403270333404,180.0782949108308
2015-02-01,Polen,136.3631609225459,792.8952042628775
2015-02-01,Rumänien,235.9963169582408,212.79251170046805
2015-02-01,Schweiz,97.00889248181083,290.76558800315695
2015-02-01,Vereinigtes Königreich,98.47124963014105,209.74212034383956
2015-02-01,Österreich,87.33439321674615,391.0489510489511
2015-03-01,Frankreich,125.7530759439966,149.02807775377968
2015-03-01,Niederlande,128.817158632406,133.10134841235322
2015-03-01,Polen,168.17112075728258,957.0159857904084
2015-03-01,Rumänien,302.9572658831176,198.4399375975039
2015-03-01,Schweiz,127.0816491511722,232.04419889502762
2015-03-01,Vereinigtes Königreich,113.14725318078706,209.054441260745
2015-03-01,Österreich,117.54107048224695,397.76223776223776
2015-04-01,Frankreich,121.08612643190497,158.7473002159827
2015-04-01,Niederlande,115.31110639201529,193.64941278816877
2015-04-01,Polen,157.44992416714607,694.8490230905861
2015-04-01,Rumänien,295.58034988896713,91.73166926677068
2015-04-01,Schweiz,108.89248181083266,341.91002367797944
2015-04-01,Vereinigtes Königreich,115.75106026235329,129.97134670487108
2015-04-01,Österreich,107.04822469528352,506.853146853147
2015-05-01,Frankreich,75.68943572337717,215.11879049676028
2015-05-01,Niederlande,91.61180717774474,246.88995215311004
2015-05-01,Polen,154.40615030594634,865.3641207815275
2015-05-01,Rumänien,290.91696907328173,118.5647425897036
2015-05-01,Schweiz,81.72999191592562,196.05367008681924
2015-05-01,Vereinigtes Königreich,87.10918236512477,219.3696275071633
2015-05-01,Österreich,94.22363540010599,528.6713286713288
2015-06-01,Frankreich,99.36359779380568,167.17062634989196
2015-06-01,Niederlande,106.00976852834995,80.90474119182254
2015-06-01,Polen,232.42508237016892,534.9911190053285
2015-06-01,Rumänien,395.50993879651196,182.83931357254286
2015-06-01,Schweiz,118.10832659660468,240.56827150749797
2015-06-01,Vereinigtes Königreich,117.17131867048032,187.04871060171916
2015-06-01,Österreich,113.51351351351352,422.937062937063
2015-07-01,Frankreich,95.96945269410267,185.9611231101512
2015-07-01,Niederlande,137.22658738585687,109.6128751631144
2015-07-01,Polen,231.7870404267559,513.6767317939609
2015-07-01,Rumänien,326.40415967069276,134.78939157566302
2015-07-01,Schweiz,123.92886014551334,339.0686661404893
2015-07-01,Vereinigtes Königreich,133.9777098333169,169.85673352435532
